wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q100256343,Dr. Daniel Ngamije,Daniel Ngamije,male,,,https://www.gov.rw/cabinet,2021-11-24,Q100256185,Minister of Health,2020-02-27,Q100256343-115e2c85-4d52-1afe-ba62-bbddb8d1d5b0
Q108571050,Dr. Valentine Uwamariya,Valentine Uwamariya,female,1971-01-01,9,https://www.gov.rw/cabinet,2021-11-24,Q98207142,Minister of Education,2020-02-28,Q108571050-9304FA30-B7BF-444D-939E-C8ACD57D764E
Q109593416,Eng. Patricie Uwase,Patricie Uwase,female,,,https://www.gov.rw/cabinet,2022-02-12,Q110897039,Minister of State In Charge of Infrastructure,2022-01-31,Q109593416-00A50C0B-D3DD-4613-A1D7-252B4039CE58
Q109606456,Dr. Jeannette Bayisenge,Jeannette Bayisenge,female,,,https://www.gov.rw/cabinet,2021-11-24,Q109712031,Minister of Gender and Family Promotion,2020-02-27,Q109606456-05A98CFB-ED4F-485C-9589-846326E0D828
Q109609508,Béata U. Habyarimana,Beata Habyarimana,female,,,https://www.gov.rw/cabinet,2021-11-24,Q109711765,Minister of Trade and Industry,2018-10-01,Q109609508-257D6FB8-AC8C-401B-B90C-894D8BADCB1E
Q109610585,Ines Mpambara,Ines Mpambara,female,,,https://www.gov.rw/cabinet,2021-11-24,Q109711603,Minister in charge of Cabinet Affairs,2020-03-01,Q109610585-D7073EE2-815C-4053-B26D-9B808BDA2878
Q109711472,Dr. Ugirashebuja Emmanuel,Ugirashebuja Emmanuel,male,1970-01-01,8,https://www.gov.rw/cabinet,2021-11-24,Q109711473,Minister of Justice,2021-09-17,Q109711472-06183C14-232A-4574-A065-154C316CDCB2
Q110274041,Alfred Gasana,Alfred Gasana,male,,,https://www.gov.rw/cabinet,2021-12-27,Q110274042,Minister of Interior,2021-12-11,Q110274041-8EF1B35E-04F6-48AD-8127-61CAFD4D2D3F
Q110897029,Dr. Ernest Nsabimana,Ernest Nsabimana,male,,,https://www.gov.rw/cabinet,2022-02-12,Q109711869,Minister of Infrastructure,2022-01-31,Q110897029-b306aad0-4d50-32fc-0a2b-df91a12779c4
Q1684792,Dr. Jean Damascene Bizimana,Jean-Damascène Bizimana,male,2000-01-01,7,https://www.gov.rw/cabinet,2021-11-24,Q109712174,Minister of National Unity and Civic Engagement,2021-08-31,Q1684792-7D9D80B3-47A5-496E-86D6-5BAB4C934E5F
Q3176134,Dr. Jeanne D'Arc Mujawamariya,Jeanne d'Arc Mujawamariya,female,1970-03-13,11,https://www.gov.rw/cabinet,2021-11-24,Q109711942,Minister of Environment,2019-11-01,Q3176134-963cdb7a-454f-d904-bd94-fed2952192ae
Q36490445,Dr. Geraldine Mukeshimana,Gérardine Mukeshimana,female,1970-12-10,11,https://www.gov.rw/cabinet,2021-11-24,Q109711367,Minister of Agriculture and Animal Resources,2014-07-01,Q36490445-2667DC6B-C969-40B4-BA89-E1E6FDEA2919
